지명,평점,상세설명,mapy,mapx,이미지링크,주소,카테고리
Seoul Baekje Museum,4.3,"Museum, archaeological site, and history",37.515419,127.1206369,https://lh4.googleusercontent.com/-oeECH0tWTTU/XRjME_PB8iI/AAAAAAAAJnc/F99-Yt3i224fF4VC4_mMy2lbx6tvxqvWQCLIBGAYYCw/w464-h260-n-k-no/,"71 Wiryeseong-daero, Oryun-dong, Songpa-gu, Seoul, South Korea",History Museums
Bosingak,4.2,Joseon-era belfry used for timekeeping,37.5697987,126.9837167,https://t0.gstatic.com/images?q=tbn:ANd9GcS96RBEVErEmmfFUgXBtpUD93YywI-M0Z471zhdqTwQlyPbCpe5VHSV-VROqtmuE2iQVGc_vptGgF7M9g,"54 Jong-ro, Gwancheol-dong, Jongno-gu, Seoul, South Korea",History Kind-friendly
Seosamneung (Seosamleung),4.2,History and historic site,37.6636815,126.8687821,https://lh3.googleusercontent.com/-oebxwWqn2yI/XAczdHkA_xI/AAAAAAAACvI/cTsx1CHrnA02Dnb4mOTOlPpKsqud_eVsgCLIBGAYYCw/w464-h260-n-k-no/,"Wondang-dong, Deokyang-gu, Goyang-si, Gyeonggi-do, South Korea",History
Seonjeongjeon,5.0,Art and palace,37.5796724,126.991696,https://t3.gstatic.com/images?q=tbn:ANd9GcRCFU2tXB1Pg0UfhdXITNGmkMj1-udlBnN27rH1naOTGufUxE1ijwt5AZZ2lydB9ehVUswb_nY_PZX3jg,"99 Yulgok-ro, Waryong-dong, Jongno-gu, Seoul, South Korea",History
Jeoldu-san,4.4,"Shrine, archaeological site, chapel, history, and historic site",37.5440895,126.9118507,https://lh5.googleusercontent.com/-CeGxqXvZoOE/Xed4ZLJQ2EI/AAAAAAAAmHc/_B_TS4guc8oyPQl4HN6wnVRSeStNW-KEgCLIBGAYYCw/w464-h260-n-k-no/,"6 Tojeong-ro, Hapjeong-dong, Mapo-gu, Seoul, South Korea",History
Geonchunmun,4.2,Palace,37.5780446,126.9792944,https://t0.gstatic.com/images?q=tbn:ANd9GcRrsOLD89LMJ0WGKFvSjjkkXpuUGIagYR5TBw6v-j9QEjBshOOh2sCp_lOrjKNhaeYEPbAeYIeY56y0PA,"Sejongno, Jongno-gu, Seoul, South Korea",History
Jeongneung,4.4,Tomb and historic site,37.5070029,127.0522301,https://lh6.googleusercontent.com/-2yOcIUYOKWg/W33zpxJMqJI/AAAAAAAAju8/4NBFqmyu7A4I6DaPMot2jB2lbp2k3tCiQCLIBGAYYCw/w464-h260-n-k-no/,"1 Seolleung-ro 100-gil, Samseong-dong, Gangnam-gu, Seoul, South Korea",History
Injeongmun Gate,4.3,Palace,37.5788067,126.9911174,https://t3.gstatic.com/images?q=tbn:ANd9GcQ7nSYjHHvRJRcff-3UX-ooAgJSqpQeA-gLh6EF2E4ZWP9vVwTF8_pCDUC9ZWlX5IkrdUP7Jo6D3G6KfQ,"Jongno 1(il)-ga, Jongno-gu, Seoul, South Korea",History
Jeongdong Jeil Church,4.6,"Christianity, history, historic site, and gothic architecture",37.5654378,126.972357,https://lh4.googleusercontent.com/-CJrwgDv5E20/XUmlkxluVsI/AAAAAAAA5yA/ePbRRs5EOWk_uqMkGWxz5_ypdJy03GfCgCLIBGAYYCw/w464-h260-n-k-no/,"46 Jeongdong-gil, Jeong-dong, Jung-gu, Seoul, South Korea",History
Ujeongchongguk,3.9,Historic site and history,37.5743849,126.982602,https://lh3.googleusercontent.com/-Hszn7CJ6hmI/XY94Pk7OzyI/AAAAAAAALn0/fHXqbBioTjQXjXvaDnVb9Lx1OY6LwO6YACLIBGAYYCw/w464-h260-n-k-no/,"59 Ujeongguk-ro, Gyeonji-dong, Jongno-gu, Seoul, South Korea",History
고구려대장간마을,4.0,"Drama, archaeological site, and history",37.5605386,127.1110023,https://lh3.googleusercontent.com/-M1vTUyzZjSU/XZK4tLFmtxI/AAAAAAAAADk/_v9PDAau2soJYjzXYsupHEjtJ9V4Nx4-gCLIBGAYYCw/w464-h260-n-k-no/,"41 Uminae-gil, Gyomun 1(il)-dong, Guri-si, Gyeonggi-do, South Korea",History
Munmyo,4.2,"Shrine, historic site, and history",37.5858494,126.9960871,https://lh3.googleusercontent.com/-W03Oooa1Yyc/Wm71I2OeP4I/AAAAAAABEfc/w2folo23W78iE2p6JCKD7p4e6xPuEr5_gCLIBGAYYCw/w464-h260-n-k-no/,"53 Myeongnyun 3(sam)ga, Jongno-gu, Seoul, South Korea",History
창경궁 옥천교,5.0,Palace,37.5802577,126.9947258,https://lh5.googleusercontent.com/-kgq9mhclxfc/XJhimlt2CcI/AAAAAAAC2Hw/Zc3r9eJhWAs4wtCi7aduhS5CXcmMGI3tQCLIBGAYYCw/w464-h260-n-k-no/,"2-1 Waryong-dong, Jongno-gu, Seoul, South Korea",History
Hongneung,4.4,"Tomb, historic site, mausoleum, and history",37.5935327,127.0439623,https://lh6.googleusercontent.com/-2phhS9omx80/XU6wmiWA4rI/AAAAAAAAo0o/lP_NOZ3myS4O1hfRqF9UqR5z2FaQDb_7QCLIBGAYYCw/w464-h260-n-k-no/,"57 Hoegi-ro, Cheongnyangri-dong, Dongdaemun-gu, Seoul, South Korea",History
Jangleung,4.4,"Tomb, history, and historic site",37.6128776,126.7111674,https://lh6.googleusercontent.com/-bwbzdIOjOzY/XWHt6CdGo9I/AAAAAAAARQU/7T478EdGpk4_TTfQsbUPNiakoozM--e5gCLIBGAYYCw/w464-h260-n-k-no/,"산141-1 Pungmu-dong, Gimpo-si, Gyeonggi-do, South Korea",History
Dongshipjagak,4.2,Palace and history,37.5760892,126.9793858,https://lh3.googleusercontent.com/-llETew_ixg8/W_RU6WbWjcI/AAAAAAAApm4/RqcNnYZ4iTQGYqKZ8MD8qlKE89B4jMbUgCLIBGAYYCw/w464-h260-n-k-no/,"1 Samcheong-ro, Sejongno, Jongno-gu, Seoul, South Korea",History
Achasan Borugun,4.2,Archaeological site and historic site,37.5736131,127.1029331,https://lh5.googleusercontent.com/--EHV4a548oA/XeNQ_XR7OwI/AAAAAAABXBw/KWyluZsSPLQ4rAQAaAzbvBV97uOL5XoSgCLIBGAYYCw/w464-h260-n-k-no/,"Gyomun 1(il)-dong, Gwangjin-gu, Seoul, South Korea",History
Taeleung,4.6,"Tomb, autumn leaf color, and historic site",37.6361392,127.0977053,https://lh4.googleusercontent.com/-oMZIZGbfmWA/Xc-3ZPLJ61I/AAAAAAAALMY/bzcEBKe_THwy64Y3Cs6VEjpBJxlwkasAwCLIBGAYYCw/w464-h260-n-k-no/,"Gongneung-dong, Nowon-gu, Seoul, South Korea",History
고강선사유적공원,4.0,Archaeological site,37.5242593,126.8175697,https://lh4.googleusercontent.com/-UMuOCXdU2Lk/WuQRoMExKBI/AAAAAAAALeM/ggwmREUGc3A068HoHbpoqYIlaQP8MObNwCLIBGAYYCw/w464-h260-n-k-no/,"Gogang-dong, Ojeong-gu, Bucheon-si, Gyeonggi-do, South Korea",History
Gwangtonggyo Bridge,4.5,"Historic site, history, and shopping",37.5691135,126.9811645,https://lh5.googleusercontent.com/-CWzCvRRWzoc/XWEUHshFAzI/AAAAAAAAUoo/KroVIhPSCOg4aHVhrD-7N5FYbA20wJZsgCLIBGAYYCw/w464-h260-n-k-no/,"55-2 Seorin-dong, Jongno-gu, Seoul, South Korea",History Nightview
서울 선잠단지,3.7,Historic site and history,37.5935319,126.9994667,https://lh5.googleusercontent.com/--3-R0f6FCCY/XVQGLMwte3I/AAAAAAAAPoY/SUHYjOBt9Kw5QNXAUcjvy0zZ56gMv1fIQCLIBGAYYCw/w464-h260-n-k-no/,"64-1 Seongbuk-dong, Seongbuk-gu, Seoul, South Korea",History
Seoul Bangidong Ancient Tombs,4.0,"Tomb, historic site, and archaeological site",37.5077945,127.1187908,https://lh6.googleusercontent.com/-lFl7pa6IfVA/WhfLBAETjpI/AAAAAAAAFck/Lj0BCTDUb_oEEIf3vbk8m9cb17BnkdrlACLIBGAYYCw/w464-h260-n-k-no/,"219 Ogeum-ro, Bangi 1(il)-dong, Songpa-gu, Seoul, South Korea",History
Mongchon Museum of History,4.2,Archaeological site and history,37.523868,127.1243,https://lh3.googleusercontent.com/-YhlSBVyWsVI/VpIVzJByaLI/AAAAAAAA1eQ/bVFv7oGqgfYg7vYAUtvtLwPPTJMUC3TcwCLIBGAYYCw/w464-h260-n-k-no/,"424 Olympic-ro, Bangi-dong, Songpa-gu, Seoul, South Korea",History
Hongjimun Gate and Tangchundaeseong Fortress,3.9,Historical place,37.5987292,126.9566074,https://lh5.googleusercontent.com/-rQdUUXAiVYo/XP45gH_mQ7I/AAAAAAAAQEw/9ly-FNVHvSwM-FXvx4ZoWybdxiKK0n1hQCLIBGAYYCw/w464-h260-n-k-no/,"산 4 Hongje-dong, Seodaemun-gu, Seoul, South Korea",History
검단선사박물관(Geomdan Prehistory Museum),4.0,Museum and prehistory,37.5943875,126.6986072,https://lh4.googleusercontent.com/-Vy1D8tQaMJI/WnXKfB4bsZI/AAAAAAAACIs/F9JXernTK7MnHZqNy81iPSPG-zlBCCKlwCLIBGAYYCw/w464-h260-n-k-no/,"South Korea, 인천 서구 원당동 76블럭 1롯트",History Museums
Chunghyeon Museum,4.1,Museum and archaeological site,37.4335436,126.8780109,https://lh6.googleusercontent.com/-IFowXFXtpIc/XTwkQwosb6I/AAAAAAAALwE/Nf3MHL6YQwAATyCMWZ1SDCchOU_BF_GzgCLIBGAYYCw/w464-h260-n-k-no/,"5-6 Ori-ro 347beon-gil, Soha-dong, Gwangmyeong-si, Gyeonggi-do, South Korea",History Museums
Statue of King Sejong,4.6,Huge statue of a 15th-century king,37.5728359,126.9768862,https://t2.gstatic.com/images?q=tbn:ANd9GcQbV4fap9N2F6JqWJlN81WuHIm6ZJafQ89Hrx-SNwBZC2Jn-tSPEKDNl4JnN000o79RTBqLWdzPRsBECw,"172 Sejong-daero, Sejongno, Jongno-gu, Seoul, South Korea",History
종묘정전,4.6,Historic site and history,37.5748748,126.9939256,https://lh6.googleusercontent.com/-XfEJGUTU_Zw/W9Rf3TFpyaI/AAAAAAAATiE/Pi-f7KQTwW0Jlq6rxzv_LOqj7ErlEsKNgCLIBGAYYCw/w464-h260-n-k-no/,"1-2 Hunjeong-dong, Jongno-gu, Seoul, South Korea",History
Seoul Cheonggyecheon Ruins,4.6,Historic site,37.5688124,126.9831356,https://lh6.googleusercontent.com/-nFzi1fs7Ksc/WUDuWCmqwFI/AAAAAAAAqX4/YuibWS7eXjg-Uq-uRqWhETQMjMGfROkjACLIBGAYYCw/w464-h260-n-k-no/,"270-1 Gwancheol-dong, Jongno-gu, Seoul, South Korea",History SeoulFutureHeritage
Bukhansan Monument,4.3,Monument and history,37.6251133,126.9562065,https://lh6.googleusercontent.com/-e6PN46Ao0bY/W2Ina59GgII/AAAAAAAAFaA/H_Rt__vIjEcNd61_YfzaY_l3zBTQOaJtgCLIBGAYYCw/w464-h260-n-k-no/,"산3-35 Gugi-dong, Jongno-gu, Seoul, South Korea",History Nightview
Jongchinbu,3.4,Monument,37.5830318,126.9812692,https://lh5.googleusercontent.com/-63bSw8-ZUJI/W15sZ09PKSI/AAAAAAAAJY8/i4C_-AhascovR5cpNrVUq9FGkvZBJflAQCLIBGAYYCw/w464-h260-n-k-no/,"30 Samcheong-ro, Palpan-dong, Jongno-gu, Seoul, South Korea",History
Heunginjimun,4.3,Historic gate of the Fortress Wall,37.5711389,127.0095452,https://lh5.googleusercontent.com/proxy/3Meg79Sls1FjU1ZzrJjvwEeYVfv0lpv5JVaq9b_BHaC-nwZQQ2Hbdm64K6FWYk1kffoJQhkrpJB-KVR0X6ICvXCLlNiQ15eQxyG1L2FqnovLNN1IqapzbZerprI1M7QSFL9z8cv46ksRcSi0-icMl05G5pY=w464-h260-n-k-no,"288 Jong-ro, Jongno 5(o).6(yuk)ga-dong, Jongno-gu, Seoul, South Korea",History Kind-friendly
One Mount,3.8,Theme park with winter/summer activities,37.66434599999999,126.75438,https://lh4.googleusercontent.com/-kav-3QBc2pg/WnJtQUIq-SI/AAAAAAAAAMc/jBa6VHzw8Zsr6gHwOKUzkqV6REMdLPrdQCLIBGAYYCw/w464-h260-n-k-no/,"300 Hallyuwoldeu-ro, Daehwa-dong, Ilsanseo-gu, Goyang-si, Gyeonggi-do, South Korea",History
Ginkgo jangsudong,4.1,Monument,37.4604052,126.7696873,https://lh3.googleusercontent.com/-x0RBlfyXx90/WptXNEDvXzI/AAAAAAAAo14/AqViNKLVJUkIZzM8BgpVAIKakjjvUOCowCLIBGAYYCw/w464-h260-n-k-no/,"63-2 Jangsu-dong, Namdong-gu, Incheon, South Korea",History
National Assembly Building,3.4,Dome-topped government building,37.5318046,126.9141547,https://t1.gstatic.com/images?q=tbn:ANd9GcR1Ipi29-MoeUmwfDQHSjV5w8_JXOERIpCjbuJFEAyS8fBxMh5_RMlmrgvQVZN6-1eBXH8EqipDaLk6hQ,"1 Uisadang-daero, Yeoeuido-dong, Yeongdeungpo-gu, Seoul, South Korea",History
Kidzania Seoul,4.3,Career-themed amusement park for kids,37.5112274,127.0979024,https://lh5.googleusercontent.com/-T4zfGGnLOOU/WwJnIDvZ7FI/AAAAAAACrRI/Y5ABXsYZU3ouOKaXiPyAUtf5IMio3sA8QCLIBGAYYCw/w464-h260-n-k-no/,"240 Olympic-ro, Jamsil 3(sam)-dong, Songpa-gu, Seoul, South Korea",History Kind-friendly
Seongsu Bridge,3.9,Rebuilt cantilever road bridge,37.5370472,127.0349351,https://t1.gstatic.com/images?q=tbn:ANd9GcQOFZPuT-nETjTFgAa5l5D_7jozXvsvdRMRhRpxqhj3WUCFVA_slStWVZCxxJBP8o8IB9Gq7ShiFBTiEg,"Oksu-dong, Seoul, South Korea",History Nightview
Jamsil Sports Complex,4.2,Sports complex,37.5148406,127.0731124,https://lh4.googleusercontent.com/-7-zQjs7-pDA/XBbm3PtSIsI/AAAAAAAKBXA/niFwrC2JQg86NKGYaFFN4itIA24nCc_-QCLIBGAYYCw/w464-h260-n-k-no/,"10 Jamsil-dong, Songpa-gu, Seoul, South Korea",History
Acha Ecological Park,4.2,Park and autumn leaf color,37.5518658,127.1007676,https://lh6.googleusercontent.com/-YHZu8M10U2U/Xb1BSx0t_bI/AAAAAAAAN9w/-g-GArw8OkI-jHlZTnTfVwPbpQ_SV0EJwCLIBGAYYCw/w464-h260-n-k-no/,"South Korea, Seoul, Gwangjin-gu, Gwangjang-dong, 370",History
배다골테마파크,3.9,Amusement park and water park,37.6307962,126.8476725,https://lh5.googleusercontent.com/-jFkIpqpnvew/XRn7rmw8W6I/AAAAAAAACZU/cJQs1QYCEgwkAilCxNw5AHWWc4TEqn21gCLIBGAYYCw/w464-h260-n-k-no/,"South Korea, Gyeonggi-do, Goyang-si, Deokyang-gu, Hwajeong 2(i)-dong, 배다골길 131",History
Geonwonneung,4.5,Tomb,37.6245305,127.1306197,https://lh3.googleusercontent.com/-35EUK40mMJg/XWZca-RZ7yI/AAAAAAAAE7I/e0AdFtHvq_M41JJhCYlpOoMHg72r7ywmwCLIBGAYYCw/w464-h260-n-k-no/,"산4-2 Inchang-dong, Guri-si, Gyeonggi-do, South Korea",History
에버랜드,5.0,Theme park,37.2939104,127.2025664,https://lh3.googleusercontent.com/-VvHDcNdwLGY/XdFoxcsay8I/AAAAAAAAEwM/RQaziJflJ0EYerZSyR3BZeVm4ygq6nF3ACLIBGAYYCw/w464-h260-n-k-no/,"199 Everland-ro, Pogog-eup, Cheoin-gu, Yongin-si, Gyeonggi-do, South Korea",History
테지움 테디베어 테마파크 (서울점),4.0,Bear and museum,37.5716999,127.0151853,https://lh5.googleusercontent.com/-7ra8XXrTGaY/W5C7ODgeLlI/AAAAAAAAALE/gjw9dKYFKhYjcKfVlCuBqm0EBYb0eoTYQCLIBGAYYCw/w464-h260-n-k-no/,"19 Jibong-ro, Changsin 1(il)-dong, Jongno-gu, Seoul, South Korea",History Museums
안터생태공원,3.5,Park and wetland,37.4592961,126.8698111,https://lh4.googleusercontent.com/-tBfOuXlJUr0/WwE3eavAUiI/AAAAAAACLEk/sz6511M1MU4qRad3FFHkz4P_tu7uIUOGQCLIBGAYYCw/w464-h260-n-k-no/,"27 Anjae-ro 1beon-gil, Haan 1(il)-dong, Gwangmyeong-si, Gyeonggi-do, South Korea",History
국무총리공관,3.0,Government office,37.5844518,126.9814279,https://lh5.googleusercontent.com/-nO6MmAFQBo8/XGNf9fLt4pI/AAAAAAAA__w/ydcN3CjqEaUz8ipPRb8LcADy2S3SDwISQCLIBGAYYCw/w464-h260-n-k-no/,"95 Samcheong-ro, Samcheong-dong, Jongno-gu, Seoul, South Korea",History
40th Anniversary Monument of Gojong’s Enthronement,4.0,Historical place,37.570451,126.9777194,https://lh3.googleusercontent.com/-LG0w6sLMJlE/Wvy7UOCjggI/AAAAAAABnl4/kfyG0T2QUls7sz6-mrh1zoZaS-4iCRizACLIBGAYYCw/w464-h260-n-k-no/,"142-3 Sejongno, Jongno-gu, Seoul, South Korea",History
Seoul Museum of History,4.4,Exhibits on the history of the city,37.5704837,126.9705674,https://lh4.googleusercontent.com/-_p_Twvu3dBg/WjhAxx0SQ7I/AAAAAAAAbko/npUk-x1DkUwLzUTYtRc8E4KpD4s2x8QggCLIBGAYYCw/w464-h260-n-k-no/,"55 Saemunan-ro, Sajik-dong, Jongno-gu, Seoul, South Korea",Museums Kind-friendly
Alive Museum,4.2,"Museum, art, and art museum",37.5718407,126.9872086,https://lh3.googleusercontent.com/-aw_GGnCXHGw/XSqI5NghvtI/AAAAAAAAFbo/BA-RZ2ExSKIHm34lYx-AFQo2uYNdd6fIQCLIBGAYYCw/w464-h260-n-k-no/,"12 Insadong-gil, Insa-dong, Jongno-gu, Seoul, South Korea",Museums Art&Culture
Kimchi Field Museum,4.1,Museum,37.573575,126.984875,https://lh4.googleusercontent.com/-povZD1hk5Lo/VTnxNojjiBI/AAAAAAAAAq0/y0NfM58nGvwKID6UzzciHdbPQf2025NcQCJkC/w464-h260-n-k-no/,"35-4 Insadong-gil, Gwanhun-dong, Jongno-gu, Seoul, South Korea",Museums Kind-friendly
Daelim Museum,4.2,Photography exhibits in a modern space,37.577459,126.973341,https://lh6.googleusercontent.com/-kCr3Flghzhk/XTGLUAgk2nI/AAAAAAAAj8E/UIXR0aHKLbcs2tCXFDgiIcoLIPt3Eld3QCLIBGAYYCw/w464-h260-n-k-no/,"South Korea, Seoul, Jongno-gu, 통의동 35-1 대림미술관",Museums Art&Culture
러브뮤지엄 Love Museum,4.5,Museum and art museum,37.553478,126.921645,https://lh3.googleusercontent.com/-VdmQkTj4SZc/VmZ6eWypu6I/AAAAAAAAAGA/caT0ob2Pd2IXRbXbcy_7YAdhNT8uTGFcgCLIBGAYYCw/w464-h260-n-k-no/,"홍익로 3길 20 서교프라자 B1 러브뮤지엄, B1 floor, Seogyo Plaza 20 Hongikro 3gil, Mapogu, Seoul, Mapo-gu, Seoul, South Korea",Museums Kind-friendly
Lotte World Folk Museum,4.1,Museum with culture & history exhibits,37.5111826,127.0977372,https://lh5.googleusercontent.com/-J6TvVhspHVc/XZ7EOLDDXZI/AAAAAAAAXoY/T1mNkVuYL28oERwgPjc90y4latqs1zuHACLIBGAYYCw/w464-h260-n-k-no/,"40-1 Jamsil-dong, Songpa-gu, Seoul, South Korea",Museums Kind-friendly
Korea Furniture Museum,4.6,Array of traditional furniture & houses,37.6001592,126.9934353,https://lh5.googleusercontent.com/-tlioZ9KwVuo/XTw7RHpgJII/AAAAAAABvrc/ipwoL42M0kwkWpIVFjFUvDJo01nzDKnHQCLIBGAYYCw/w464-h260-n-k-no/,"121 Daesagwan-ro, Seongbuk-dong, Seongbuk-gu, Seoul, South Korea",Museums Kind-friendly
Coex Aquarium,4.3,"Penguins, marine mammals & Korean fish",37.513131,127.0582827,https://lh3.googleusercontent.com/-ZSw5kcN25B4/XTME4L8ylOI/AAAAAAAAHRQ/N-k0D-iHHmsgLmECsSGPQsMEFnrNWj7tgCLIBGAYYCw/w464-h260-n-k-no/,"513 Yeongdong-daero, Samseong 1(il)-dong, Gangnam-gu, 서울특별시 South Korea",Museums Kind-friendly
Bank of Korea Money Museum,4.4,Money museum in former bank building,37.5620577,126.9805633,https://lh3.googleusercontent.com/-6WioJOh4iv0/WVBXJrA-QgI/AAAAAAADO6A/37jGHmWE_5sfPX0BeiTWbahhYwzpTbyuACLIBGAYYCw/w464-h260-n-k-no/,"39 Namdaemunno 5(o)-ga, Jung-gu, Seoul, South Korea",Museums
Cheonggyecheon Museum,4.2,Museum for Cheonggyecheon Stream,37.5712861,127.0350222,https://lh5.googleusercontent.com/-JJRrfXKa6uc/XZwYlEZ_zxI/AAAAAAAAWdI/8UjbJxwadZMmZckmXPY83eYl_ES0PVVqQCLIBGAYYCw/w464-h260-n-k-no/,"530 Cheonggyecheon-ro, Majang-dong, Seongdong-gu, Seoul, South Korea",Museums SeoulFutureHeritage
Seodaemun Prison History Hall,4.6,Prison history museum in 1908 jail,37.574271,126.956071,https://t0.gstatic.com/images?q=tbn:ANd9GcR7l5a_N9_pDrIbtgq5pE5kxgetE6rg7k1HMrJHjjydZNGfBWjIrfqQqxJ6ZMRqWjMFKT83lpQPrRKmXw,"251 Tongil-ro, Hyeonjeo-dong, Seodaemun-gu, Seoul, South Korea",Museums
Seoul City Wall Museum,4.2,Museum,37.5728449,127.0084993,https://lh6.googleusercontent.com/-uhq_FScevFc/XbPUiNbO78I/AAAAAAAATLY/je9JRJfKMtwgF5NG20jRYCeIVnBfJJKAACLIBGAYYCw/w464-h260-n-k-no/,"283 Yulgok-ro, Jongno 5(o).6(yuk)ga-dong, Jongno-gu, Seoul, South Korea",Museums SeoulFutureHeritage
Donuimun Museum Village,4.3,Museum,37.5687866,126.968511,https://lh5.googleusercontent.com/-ZfAzLzii-hg/XN0k5cnejwI/AAAAAAAAjN4/6tp0Axn_jI0XnUPRWW5D0NNtBVWAv_PyACLIBGAYYCw/w464-h260-n-k-no/,"14-3 Songwol-gil, Sinmunno 2(i)-ga, Jongno-gu, Seoul, South Korea",Museums
Horim Museum,4.1,"Museum, art, and art museum",37.5226523,127.0362151,https://lh5.googleusercontent.com/-0s-Bs68c_k8/WkzzytErJeI/AAAAAAABz-I/8ZsHK57JwwkJF79X-stkc92LQka-uyEGQCLIBGAYYCw/w464-h260-n-k-no/,"651-24 Sinsa-dong, Gangnam-gu, Seoul, South Korea",Museums
The Museum of Agriculture,4.1,Museum,37.5667013,126.9682205,https://lh4.googleusercontent.com/-uB81bROPIKg/XY9vh2ZybMI/AAAAAAAALh4/w8eY19cx0aMq6DHBUtZjYIKZqSKHjQatQCLIBGAYYCw/w464-h260-n-k-no/,"75-1 Chungjeongno 1(il)-ga, Jung-gu, Seoul, South Korea",Museums
Lock Museum,2.0,Museum,37.5798597,127.0045505,https://lh6.googleusercontent.com/-3eDrd4aw-1Y/WPBgjpeNVtI/AAAAAAAAMe0/v7LMiU2Yn6QXhrbFNEoCOL4XfFhCoCrfgCLIBGAYYCw/w464-h260-n-k-no/,"187-4 Dongsung-dong, Jongno-gu, Seoul, South Korea",Museums
Heojun Museum,4.1,Museum,37.567845,126.850956,https://lh3.googleusercontent.com/-keOhZp08JBA/W4gbG8AdjAI/AAAAAAAAaWw/14C1FbtMzKAgqP2xIjirVKYLdNsSWb-XACLIBGAYYCw/w464-h260-n-k-no/,"87 Heojun-ro, Gayang-dong, Gangseo-gu, Seoul, South Korea",Museums
Figure Museum,4.2,Modern museum of action figures & toys,37.5257613,127.0403736,https://lh4.googleusercontent.com/-49NqJ5pfI0E/Wu6a_wKME-I/AAAAAAAA13A/xpGe7WNA_uMMjONlka-psovOIA20mSyWACLIBGAYYCw/w464-h260-n-k-no/,"3 Seolleung-ro 158-gil, Cheongdam-dong, Gangnam-gu, Seoul, South Korea",Museums
National Museum of Korea,4.6,Modern home of Korea's cultural exhibits,37.5238506,126.9804702,https://lh4.googleusercontent.com/proxy/pploy4MV0US6VQQTz_pCa3YOH9JB2qkTvcmntFHsqEE-mZVBGZQvDWreOZCPWaG2IWS87G9PMTzgSlzBqud3mh7ZkQnpfP-7FFUYGRdaPIybxjUjwSqWrD3BqZoW91rIIudUloFiQkp1p2dIrgPeYRF7ySDkN08wgejLA63y3eoe=w464-h260-n-k-no,"137 Seobinggo-ro, Seobinggo-dong, Yongsan-gu, 서울특별시 South Korea",Museums Art&Culture Kind-friendly
Tteok Museum,3.8,Museum of Korean food & rice cakes,37.5748578,126.990624,https://lh3.googleusercontent.com/-eoAOoCtBR5Y/WuagndLC45I/AAAAAAAAAO0/YVMOhBe3o5YaobZ5g7lsqk9MgLZJRP7DQCLIBGAYYCw/w464-h260-n-k-no/,"71 Donhwamun-ro, Waryong-dong, Jongno-gu, Seoul, South Korea",Museums
Han Sang Soo Embroidery Museum,3.9,Museum,37.5937657,127.000837,https://lh4.googleusercontent.com/-2J3QtzdGUaY/W4uxJy2a-HI/AAAAAAAL_8U/vKItKiQ2jlISpw8udbo_3Qfo12gZs_8rgCLIBGAYYCw/w464-h260-n-k-no/,"4-10 Seongbuk-ro 16-gil, Seongbuk-dong, Seongbuk-gu, Seoul, South Korea",Museums Nightview
Seoul Yangnyeongsi Herb Medicine Museum,4.2,Museum,37.5802298,127.0371534,https://lh5.googleusercontent.com/-X9Bd17ZPSns/W0wvhxP7xmI/AAAAAAAArp8/lsGyLRvQYyciaT6LnGrm400Q9Cc1jcy5wCLIBGAYYCw/w464-h260-n-k-no/,"26 Yangnyeongjungang-ro, Jegi-dong, Dongdaemun-gu, Seoul, South Korea",Museums
The Korean National Police Heritage Museum,4.1,Museum,37.5689839,126.9696528,https://lh6.googleusercontent.com/-D4SNw6FyO3k/V1z3fWegShI/AAAAAAABWQU/FgKjcQHhgQ07XE-YvAs_wGu69GVcp5GDgCJkC/w464-h260-n-k-no/,"41 Saemunan-ro, Sajik-dong, Jongno-gu, Seoul, South Korea",Museums
Baek in-Je House,4.5,"Museum, concert, and architecture",37.580642,126.9840665,https://lh6.googleusercontent.com/-Fj3zIiYW7JI/XdgYhhr-HMI/AAAAAAAAPRk/Yt73CdJo1-s-eZDyrqSvTS5utPSI4C0aQCLIBGAYYCw/w464-h260-n-k-no/,"16 Bukchon-ro 7-gil, Gahoe-dong, Jongno-gu, Seoul, South Korea",Museums
Seogpajeong,4.4,"Art museum, autumn leaf color, and art",37.5949557,126.9624573,https://lh6.googleusercontent.com/-XututFv_Qbo/XX5E5N_qsQI/AAAAAAAAbDQ/gWBPoDkYN6w9WWAi_KHm5oPZhiBU49pFQCLIBGAYYCw/w464-h260-n-k-no/,"Buam-dong, Jongno-gu, Seoul, South Korea",Museums Art&Culture
서울특별시 수도박물관,4.1,Museum,37.5384697,127.042815,https://lh6.googleusercontent.com/-ZCH4n5zT7Yw/W8sTNHufM4I/AAAAAAAAAk8/WuP7w_lOSFMAVdc89K77L_ITAY38VrXJwCLIBGAYYCw/w464-h260-n-k-no/,"27 Wangsimni-ro, Seongsu-dong 1(il)-ga, Seongdong-gu, Seoul, South Korea",Museums
War and Women’s Human Rights Museum,4.7,Museum and history,37.5600537,126.9148471,https://lh6.googleusercontent.com/-RAuaLkp7qHc/XVpJSlw__FI/AAAAAAAAGC8/AOqxSq-qrdUOpjO1S_LFFLWtSqa-Q69FACLIBGAYYCw/w464-h260-n-k-no/,"20 World cup buk-ro 11-gil, Seongsan 1(il)-dong, Mapo-gu, Seoul, South Korea",Museums
Owl Museum,3.8,Museum,37.587032,126.982913,https://lh3.googleusercontent.com/-DIkCkYaXTVg/XQ8j6H_NJ0I/AAAAAAAADtU/mEczjhWukdEC2F0rx4zKpNhtnmaY2eTXwCLIBGAYYCw/w464-h260-n-k-no/,"27-21 Samcheong-dong, Jongno-gu, Seoul, South Korea",Museums
