지명,평점,상세설명,mapy,mapx,이미지링크,주소,카테고리
Dongdaemun Design Plaza,4.3,Space-age venue with a design center,37.566725,127.009506,https://lh6.googleusercontent.com/proxy/pbuwfzjMsQMnjq8UtEMphN4bVmFByut-HMjs3teQ47jHtxaCuqxjHuhMvUr2LUeSzUqPrf2bNhIUxhdf2LGEzoYk-AtCoT3vr79r3iEliUzb4XJBZcrdxO2NC40Z6QMEAESenXXWWwcSx8wbzSGgAxWCfxY=w464-h260-n-k-no,"281 Eulji-ro, Euljiro 7(chil)-ga, Jung-gu, Seoul, South Korea",Art&Culture Kind-friendly Local-favorites SeoulFutureHeritage
63 Building,4.2,Landmark skyscraper & entertainment area,37.5193776,126.9402103,https://lh5.googleusercontent.com/proxy/_7XIQepKIhmgm9ZuDvzcwzq6yo4elhC4kQABjzVv4LZkdzysLztNUQgYFv5gU-gWStFZwObIFvFoZUuRp5oPplKaeck-jDnKjnvnZvWdM04E0YhXVDDWTxEqluaUgJa0s7tS6dF1A6rX1F8xfV65-y4SvyHNPDXa7iuPWru4Fcfo=w464-h260-n-k-no,"50 63-ro, Yeoeuido-dong, Yeongdeungpo-gu, Seoul, South Korea",Art&Culture Kind-friendly
Savina Museum,4.1,"Art museum, museum, and art",37.6301511,126.9293496,https://lh3.googleusercontent.com/-hh5r7Odwik8/XJIgKkwt8WI/AAAAAAAAAcg/62U8TU6gVxgNjCokSADMEImYRZQ61XpRACLIBGAYYCw/w464-h260-n-k-no/,"93 Jingwan1-ro, Jingwan-dong, Eunpyeong-gu, Seoul, South Korea",Art&Culture
Whanki Museum,4.4,"Art museum, museum, and art",37.5944125,126.9663383,https://lh5.googleusercontent.com/-Hh_QTyVuQK0/XOEsCQakf4I/AAAAAAAAHOA/V2Y8JapsTpQpotuj98zHuajBQR7TDh2uACLIBGAYYCw/w464-h260-n-k-no/,"63 Jahamun-ro 40-gil, Buam-dong, Jongno-gu, Seoul, South Korea",Art&Culture Nightview
Seongnam Arts Center,4.3,"Opera house, musical theatre, art, opera, and theatre",37.4031543,127.1320346,https://lh4.googleusercontent.com/-lTC5B4vRVnA/XY_9oVtLRjI/AAAAAAAA0Sw/K0m2vfRpX1EEzLNT-ioeFj-spGNXMN_kACLIBGAYYCw/w464-h260-n-k-no/,"808 Seongnam-daero, Yatap 3(sam)-dong, Bundang-gu, Seongnam-si, Gyeonggi-do, South Korea",Art&Culture
Sungkok Art Museum,4.2,"Art museum, museum, and art",37.5731157,126.9697643,https://lh6.googleusercontent.com/-kczNG87rkfA/WS2h057TZKI/AAAAAAAAAX4/bCXbrWKPkjYHAFePMJPCYtDl-zbDxZOiQCLIB/w464-h260-n-k-no/,"42 Gyeonghuigung-gil, Sajik-dong, Jongno-gu, Seoul, South Korea",Art&Culture
Chungmu Art Center,4.2,"Art, theatre, music, and musical theatre",37.5660165,127.014653,https://lh3.googleusercontent.com/-tcqdIEQRgT0/XRXj-8MslEI/AAAAAAAAfps/SkSEkZpfr88rpMlj38P9NUhwTRCRMfGmQCLIBGAYYCw/w464-h260-n-k-no/,"South Korea, 서울특별시 Jung-gu, Heungin-dong, 퇴계로",Art&Culture
Lotte Tower,4.4,Huge skyscraper with an observation deck,37.5129907,127.1027322,https://t1.gstatic.com/images?q=tbn:ANd9GcTX2zKiVUyLnOnEfXUZJA4fss5bIrk_0fHXp3BPbLQmfTuN6JWtt0GbhSWH_Vl-5D3miKdvbLkXO7PuFg,"300 Olympic-ro, Jamsil 6(yuk)-dong, Songpa-gu, Seoul, South Korea",Art&Culture Nightview
SOMA Museum of Art,4.2,"Museum, art, and art museum",37.5166362,127.1182537,https://lh6.googleusercontent.com/-G72Qj12ZFfI/XWz7E3zL72I/AAAAAAAAIrM/iXCPHCHh0Ss2nb2CAUXMUaGJUzhPAVoKwCLIBGAYYCw/w464-h260-n-k-no/,"424 Olympic-ro, Oryun-dong, Songpa-gu, Seoul, South Korea",Art&Culture
Myeongdong NANTA Theatre,4.5,Theatre,37.5634525,126.9837209,https://lh4.googleusercontent.com/-ujY7xuRlkWY/Xe1cXs4zE8I/AAAAAAAAg-w/6YCkNGCrgYwxtLWoIimuNRdl11-nK8UKgCLIBGAYYCw/w464-h260-n-k-no/,"South Korea, Seoul, Jung-gu, Myeongdong 2(i)-ga, Myeongdong-gil, 26 유네스코회관",Art&Culture
Trickeye Museum Seoul,4.2,Optical illusion & 3D museum,37.5535655,126.9217263,https://lh6.googleusercontent.com/-TvBIcaKAqXM/Xape39Zk6CI/AAAAAAAAoXk/eEHUtTCx6qsJDEsfEb8uv0oHrxT4vE02gCLIBGAYYCw/w464-h260-n-k-no/,"20 Hongik-ro 3-gil, Seogyo-dong, Mapo-gu, Seoul, South Korea",Art&Culture Kind-friendly
Universal Arts Center,4.2,"Art, musical theatre, theatre, ballet, and music",37.550816,127.087932,https://lh3.googleusercontent.com/-Mo1FL6b1fkQ/WFpuj9sRdmI/AAAAAAAADG4/ktzcfRCZSGgaYNTfT2nDEwrfSLJat2CLgCLIB/w464-h260-n-k-no/,"664 Cheonho-daero, Gueui-dong, Gwangjin-gu, Seoul, South Korea",Art&Culture
Seoul Museum,4.2,Art museum and art,37.5238506,126.9804702,https://lh4.googleusercontent.com/-DpZqc6lEDQ8/XBnLg-ZNLyI/AAAAAAAAAAg/fjZskeOxKj0orxkbej8m64XByQQE5RYNwCLIBGAYYCw/w464-h260-n-k-no/,"137 Seobinggo-ro, Seobinggo-dong, Yongsan-gu, 서울특별시 South Korea",Art&Culture
가나아트센터 Gana Art Center,4.0,Established gallery for contemporary art,37.6121861,126.9750972,https://lh6.googleusercontent.com/-HnKOMlEIdXA/V_NED3HbLFI/AAAAAAAAMic/c_D-NrroFmwDhe9u74s-86gj-tWfn8RMACLIB/w464-h260-n-k-no/,"97 Pyeongchang-dong, Jongno-gu, Seoul, South Korea",Art&Culture
아르코미술관,4.3,Art and art museum,37.5804333,127.0031889,https://lh4.googleusercontent.com/-Epf5uB0t8Fc/XRnzFJwTCAI/AAAAAAAAIe8/lNkIuEPWD2o5bgIXD7sUD_f31Prq5PRJACLIBGAYYCw/w464-h260-n-k-no/,"3 Dongsung-gil, Ihwa-dong, Jongno-gu, Seoul, South Korea",Art&Culture
Bongwonsa,4.4,Buddhist temple in a scenic setting,37.5719909,126.947403,https://t3.gstatic.com/images?q=tbn:ANd9GcQgkohgBiM61k_40LraSJEI4hGQ7NEc51mbmOtHCvd7B3ePlPk4AslXEA0Hgfps8MMFnban0NE4YA2tqQ,"산 1번지 Bongwon-dong, Seodaemun-gu, Seoul, South Korea",Art&Culture
Hongdae Free Market,4.0,Outdoor vendors with art & craft items,37.5521258,126.9229717,https://lh5.googleusercontent.com/-o_R0PAYN-24/Wv1pCtTz0PI/AAAAAAAAVsk/M9ZhYo_RiuQL8czFjo4DmTeGsys9tcGHACLIBGAYYCw/w464-h260-n-k-no/,"19-3 Wausan-ro 21-gil, Seogyo-dong, Mapo-gu, Seoul, South Korea",Art&Culture Market SeoulFutureHeritage
서울시립 북서울미술관,4.2,Art museum and art,37.6407938,127.0667628,https://lh3.googleusercontent.com/-rQ1vSmx0Yy8/WrIvv4QatuI/AAAAAAABcvQ/wUJpNA5Yx8EGL20LhtRiGyMMxRbaDMxkgCLIBGAYYCw/w464-h260-n-k-no/,"1238 Dongil-ro, Junggye 2(i).3(sam)-dong, Nowon-gu, Seoul, South Korea",Art&Culture
Seoul Museum of Art Nam-seoul,4.3,Art museum and art,37.4760469,126.9794457,https://lh4.googleusercontent.com/-MHazUzjN2UM/XXZF52WJnVI/AAAAAAABsw4/3aKyR5QigFoHjS9V11-xSfnJ43XdUVNvACLIBGAYYCw/w464-h260-n-k-no/,"1059-13 Namhyeon-dong, Gwanak-gu, Seoul, South Korea",Art&Culture
Seoul Plaza,4.2,Ice skating,37.5655906,126.9780251,https://lh6.googleusercontent.com/--TJQFBUbOQc/XSWbue05AzI/AAAAAAAAAP0/3RpTDPPJlI8GuERGiJqgEaePao_1F6W7wCLIBGAYYCw/w464-h260-n-k-no/,"110 Sejong-daero, Euljiro 1(il)-ga, Jung-gu, Seoul, South Korea",Art&Culture Kind-friendly SeoulFutureHeritage
Arario Museum,4.5,"Museum, art, and art museum",37.5776464,126.9885488,https://lh5.googleusercontent.com/-MMPu9j6nha8/WHH48riJ0KI/AAAAAAAA7Bw/dO-zhpKAVVQ-vNrlms3iz2PWKAzCWw-fwCLIB/w464-h260-n-k-no/,"South Korea, Seoul, 종로구 Gahoe-dong, 율곡로 83",Art&Culture
토탈미술관 : Total Museum of Contemporary Art,4.3,"Art museum, museum, and art",37.6122227,126.9756747,https://lh5.googleusercontent.com/-rwh2i7WSgsk/W3lD68FVdRI/AAAAAAAA1NA/l-9Ft2NBx7cSoPHctpaa6myJqxRdhK1FACLIBGAYYCw/w464-h260-n-k-no/,"8 Pyeongchang 32-gil, Pyeongchang-dong, Jongno-gu, Seoul, South Korea",Art&Culture
Kyungin Museum of Fine Art,4.3,Art museum and art,37.5744158,126.9854165,https://lh5.googleusercontent.com/-KR40q9kYGAo/WfbmnI1U6xI/AAAAAAALTX4/wlDD517t6UIJ8sZHDj533YIJVO4KV_TVgCLIBGAYYCw/w464-h260-n-k-no/,"57-1 Gwanhun-dong, Jongno-gu, Seoul, South Korea",Art&Culture
Insa Art Center,4.0,Art museum and art,37.5738194,126.9845894,https://lh3.googleusercontent.com/-f0ccMUE69Sg/XdIocd-ADLI/AAAAAAAAFGg/EmZOtWAVviYD8Fbnvo_2LOWQf1HqQozUACLIBGAYYCw/w464-h260-n-k-no/,"41-1 인사동길, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",Art&Culture
Namdaemun Market,4.1,Sprawling traditional marketplace,37.5591786,126.9776692,https://lh5.googleusercontent.com/proxy/PG6YscZzRR9qvXA9iyKZy5wYwHE6Fgg8_hwknUhC182VyBOV4XniQPXiCMVq8tvATtE0PG4sOAePlD1AhpVAJ99ehH7NRFn9enYIuOC3l9FQHO1yRhEkSDw2wxYeBka6BMRheTpf8MvtUFMu9UmaZEgrMdQ=w464-h260-n-k-no,"21 Namdaemunsijang 4-gil, Hoehyeon-dong, Jung-gu, Seoul, South Korea",Market Kind-friendly SeoulFutureHeritage
Gwangjang Market,4.1,Enduring traditional food market,37.5701527,126.9993404,https://t1.gstatic.com/images?q=tbn:ANd9GcSWX2YGdR3FLPAwW4XiUS0Pq2e4kkv8mtVdpxNAODmKmxuXuP1JkWY2WMj7qSt420ZhMHZ5aAvgo8SMVg,"88 Changgyeonggung-ro, Jongno 4(sa)-ga, Jongno-gu, Seoul, South Korea",Market Local-favorites SeoulFutureHeritage
Gyeongdong Market,4.1,Market and shopping,37.57973,127.03854,https://lh3.googleusercontent.com/-lN-IhkUJ3QY/XJug3U3Pe8I/AAAAAAAAGQY/EBfvp9nX8DIHp10R_WNeTvK8stxdQ_OSwCLIBGAYYCw/w464-h260-n-k-no/,"37°34'47.0""N 127°02'18., 7 Yongdu-dong, Dongdaemun-gu, Seoul, South Korea",Market Kind-friendly SeoulFutureHeritage
Garak Market,4.0,Wholesale provisions bazaar with seafood,37.4928569,127.1148684,https://lh5.googleusercontent.com/-9qk2Jwvwgqc/XL8KrpxfBxI/AAAAAAAA1sM/ALjEz08dbSoid7NecmzCScb6qgM-e475QCLIBGAYYCw/w464-h260-n-k-no/,"932 Yangjae-daero, Munjeong-dong, Songpa-gu, Seoul, South Korea",Market Kind-friendly SeoulFutureHeritage
Noryangjin Fisheries Wholesale Market,3.8,Huge wholesale & retail fish market,37.5152131,126.9408624,https://lh5.googleusercontent.com/proxy/g678qWUVrs52p8QCmE1x61I1J00Qft_yhxyZDli2OcOoxRKqbq6B7_02KqD0VJX64O4DYKp0Pprx-KTK9hH0KFrqSAhHRCLBEmdufg3djeJuwgtpAMrHfAFPFC4kVX0_JtDJ1tEhTOBlAQuz89hPKQI4DuQ=w464-h260-n-k-no,"674 Nodeul-ro, Noryangjin-dong, Dongjak-gu, 서울특별시 South Korea",Market SeoulFutureHeritage
Bangsan Market,4.0,Mall for craft supplies & wrapping paper,37.5687294,127.0008004,https://lh4.googleusercontent.com/-D4QmpjUgXNg/XJdr0SMxxCI/AAAAAAABvtk/wLT1gsbrfM4ySecidAFRDxFmh6EWwhcgACLIBGAYYCw/w464-h260-n-k-no/,"20 Dongho-ro 37-gil, Jugyo-dong, Jung-gu, Seoul, South Korea",Market SeoulFutureHeritage
Gyeongdong market/Seoul Yang Nyeong market,4.0,Market and shopping,37.5793677,127.0388243,https://lh5.googleusercontent.com/-QNCGVMa6w8o/Ws7tcvk8Q5I/AAAAAAAAdLs/cUIBtQKj4_k-wbBHf5tIX5TiObTVrOEhQCLIBGAYYCw/w464-h260-n-k-no/,"1036 Jegi-dong, Dongdaemun-gu, Seoul, South Korea",Market SeoulFutureHeritage
Dongjin market,3.8,Market and shopping,37.5622222,126.9266667,https://lh3.googleusercontent.com/-XtuIkaCv-C4/V4t8fhNTDJI/AAAAAAAAsyQ/Z8Ioq_ez_KAJGs_Q2-cFyMQ4qJtBCbgbwCLIBGAYYCw/w464-h260-n-k-no/,"198 Seongmisan-ro, Yeonnam-dong, Mapo-gu, Seoul, South Korea",Market SeoulFutureHeritage
Tongin Market,3.8,Market and shopping,37.5807168,126.9699822,https://lh5.googleusercontent.com/-tgCp-9l1i4c/WSpyz74-j2I/AAAAAAABrI4/zn3meb_fJzYiwCfscDtR3-GDiKXwmUWGgCLIB/w464-h260-n-k-no/,"18 Jahamun-ro 15-gil, Tongin-dong, Jongno-gu, Seoul, South Korea",Market SeoulFutureHeritage
방학동도깨비시장,4.2,Market and shopping,37.6644683,127.0340446,https://lh6.googleusercontent.com/-B14-sWOjmA0/WInv3MH9ZCI/AAAAAAAAAS8/cQkLIsNIGD4Z9D8xa1g55ymnloEZ0npKwCLIB/w464-h260-n-k-no/,"632 Banghak 2(i)-dong, Dobong-gu, Seoul, South Korea",Market
서울 중앙시장,3.8,Market and shopping,37.5667491,127.0197908,https://lh6.googleusercontent.com/-LYUmLKThZ-g/WlTp6ecYwII/AAAAAAAAScQ/VQlOocEbfuAqVMouLS4VlUY0zgu8ePFiACLIBGAYYCw/w464-h260-n-k-no/,"22 Toegye-ro 85-gil, Hwanghak-dong, Jung-gu, Seoul, South Korea",Market
Namsan Cable Car,4.1,Aerial tramway with panoramic views,37.5565908,126.9839744,https://lh6.googleusercontent.com/-tIZpMmwoink/WavkhTOR4nI/AAAAAAAARf0/vCIMRj4DQi06XYOU_GuhmSe6htNu6OTaACLIBGAYYCw/w464-h260-n-k-no/,"83 Sopa-ro, Myeong-dong, Jung-gu, Seoul, South Korea",Kind-friendlyNightviewSeoulFutureHeritage
Seoul Children's Museum,4.5,Interactive museum for kids & toddlers,37.550431,127.0774945,https://lh5.googleusercontent.com/-affMh7YUmvA/XSr2fegjpLI/AAAAAAAAK3c/Ret0bWESyXAOh0HFXPwnQKvJQMWI7HrOgCLIBGAYYCw/w464-h260-n-k-no/,"216 Neungdong-ro, Neung-dong, Gwangjin-gu, Seoul, South Korea",Kind-friendly
